"","business_id","sug1","sug2","sug3","sug4_byattribute"
"61","-LfTBo0oa_uD454ScEW2XA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","More TVs can make your place attractive.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"62","-llrUA_TlQTWH_CMM3NTNQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Having happy hour in your restaurant can make your restaurant more popular.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"63","-m4vlAAV295vNt2DS0z2bg","The waiting time for customers may be too long. Shorten that time benefits your business! ","Since your location may be difficult to find, a marked sign can help a lot.","Loud enviroment can drive people crazy. Try to control the noise in your restaurant."," Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"64","-mLR-CiLLPn1hysTwNE2qg","Train your waiters to be more courteous.","Since your location may be difficult to find, a marked sign can help a lot.","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"65","-MuatiMmslPOvk9kOMyjkA","Train your waiters to be more friendly.","Making better coffee is a good way to increase rating.","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"66","-N_YCDH4HijYnJ-RisQfHA","Parking lots create convinience for your customers. More parking places can increase your rating!","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"67","-o0NsIlI4n-qaGThHzJ0Dw","Having table for large group can attract more customers.","Train your waiters to be more friendly.","The waiting time for customers may be too long. Shorten that time benefits your business! "," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"68","-OD5KnGJk4Ld8IVa2jAuFA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Train your bartender better.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"69","-OEIW0dO96-492qa_luxaw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more warm to customers.","Reasonable Price should be considered.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"70","-ot4Xd6GxSUOqwUj7okZuA","Reasonable Price should be considered.","Having happy hour in your restaurant can make your restaurant more popular.","More TVs can make your place attractive."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"71","-oUM2uISux96lMGeawHIOA","Fresh food is essential for your business. Keep the materials fresh!","More TVs can make your place attractive.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"72","-P76AJ-L73FvsgqO4RnG2A","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Train your waiters to be more friendly.","Making better coffee is a good way to increase rating.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"73","-PGsEXB6DFTVKa1eDOlzWA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Parking lots create convinience for your customers. More parking places can increase your rating!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"74","-plmjUoC1d-tZcVbp0zMqw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more courteous.","Train your waiters to be more friendly."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
